address,house_committee_id,jurisdiction,jurisdiction_source,minority_rss_url,minority_url,name,phone,rss_url,senate_committee_id,sub_address,sub_name,sub_phone,sub_thomas_id,sub_wikipedia,thomas_id,type,url,wikipedia
"2321 RHOB; Washington, DC 20515-6301",SY,"The Committee on Science, Space, and Technology has jurisdiction over energy research, all federally owned or operated non-military energy laboratories, astronautical research and development, civil aviation, environmental research and development, marine research, the National Institute of Standards and Technology, NASA, NSF, NWS, outer space, and other aspects of scientific research.",http://science.house.gov/jurisdiction,http://democrats.science.house.gov/rss.xml,http://democrats.science.house.gov/,"House Committee on Science, Space, and Technology",(202) 225-6371,http://science.house.gov/rss.xml,,"2319 RHOB; Washington, DC 20515",Environment,(202) 225-6371,18,,HSSY,house,http://science.house.gov/,
"2321 RHOB; Washington, DC 20515-6301",SY,"The Committee on Science, Space, and Technology has jurisdiction over energy research, all federally owned or operated non-military energy laboratories, astronautical research and development, civil aviation, environmental research and development, marine research, the National Institute of Standards and Technology, NASA, NSF, NWS, outer space, and other aspects of scientific research.",http://science.house.gov/jurisdiction,http://democrats.science.house.gov/rss.xml,http://democrats.science.house.gov/,"House Committee on Science, Space, and Technology",(202) 225-6371,http://science.house.gov/rss.xml,,"4220 OFOB; Washington, DC 20515",Research and Technology,(202) 225-6371,15,,HSSY,house,http://science.house.gov/,
"1036 LHOB; Washington, DC 20515-6090",ZI,,,http://democrats.benghazi.house.gov/rss.xml,http://democrats.benghazi.house.gov/,House Select Committee on the Events Surrounding the 2012 Terrorist Attack in Benghazi,(202) 226-7100,http://benghazi.house.gov/rss.xml,,,,,,,HLZI,house,http://benghazi.house.gov/,
"335 CHOB; Washington, DC 20515-6335",VR,"The Committee on Veterans’ Affairs is the authorizing Committee for the Department of Veterans Affairs. The Committee recommends legislation expanding, curtailing, or fine-tuning existing laws relating to veterans’ benefits. The Committee also has oversight responsibility of the VA.",http://veterans.house.gov/about/history-jurisdiction,http://democrats.veterans.house.gov/rss.xml,http://democrats.veterans.house.gov/,House Committee on Veterans' Affairs,(202) 225-3527,http://veterans.house.gov/rss.xml,,"337 CHOB; Washington, DC 20515",Disability Assistance and Memorial Affairs,(202) 225-9164,09,,HSVR,house,http://veterans.house.gov/,
"335 CHOB; Washington, DC 20515-6335",VR,"The Committee on Veterans’ Affairs is the authorizing Committee for the Department of Veterans Affairs. The Committee recommends legislation expanding, curtailing, or fine-tuning existing laws relating to veterans’ benefits. The Committee also has oversight responsibility of the VA.",http://veterans.house.gov/about/history-jurisdiction,http://democrats.veterans.house.gov/rss.xml,http://democrats.veterans.house.gov/,House Committee on Veterans' Affairs,(202) 225-3527,http://veterans.house.gov/rss.xml,,"335 CHOB; Washington, DC 20515",Economic Opportunity,(202) 226-5491,10,,HSVR,house,http://veterans.house.gov/,
"335 CHOB; Washington, DC 20515-6335",VR,"The Committee on Veterans’ Affairs is the authorizing Committee for the Department of Veterans Affairs. The Committee recommends legislation expanding, curtailing, or fine-tuning existing laws relating to veterans’ benefits. The Committee also has oversight responsibility of the VA.",http://veterans.house.gov/about/history-jurisdiction,http://democrats.veterans.house.gov/rss.xml,http://democrats.veterans.house.gov/,House Committee on Veterans' Affairs,(202) 225-3527,http://veterans.house.gov/rss.xml,,"338 CHOB; Washington, DC 20515",Health,(202) 225-9154,03,,HSVR,house,http://veterans.house.gov/,
"335 CHOB; Washington, DC 20515-6335",VR,"The Committee on Veterans’ Affairs is the authorizing Committee for the Department of Veterans Affairs. The Committee recommends legislation expanding, curtailing, or fine-tuning existing laws relating to veterans’ benefits. The Committee also has oversight responsibility of the VA.",http://veterans.house.gov/about/history-jurisdiction,http://democrats.veterans.house.gov/rss.xml,http://democrats.veterans.house.gov/,House Committee on Veterans' Affairs,(202) 225-3527,http://veterans.house.gov/rss.xml,,"337A CHOB; Washington, DC 20515",Oversight and Investigations,(202) 225-3569,08,,HSVR,house,http://veterans.house.gov/,
"1102 LHOB; Washington, DC 20515-6348",WM,"The Committee on Ways and Means is the oldest committee of the United States Congress, and is the chief tax-writing committee in the House of Representatives. The Committee derives a large share of its jurisdiction from Article I, Section VII of the U.S. Constitution which declares, “All Bills for raising Revenue shall originate in the House of Representatives.”",http://waysandmeans.house.gov/about/history.htm,http://democrats.waysandmeans.house.gov/rss.xml,http://democrats.waysandmeans.house.gov/,House Committee on Ways and Means,(202) 225-3625,,,"1104 LHOB; Washington, DC 20515",Health,(202) 225-3943,02,,HSWM,house,http://waysandmeans.house.gov/,
"1102 LHOB; Washington, DC 20515-6348",WM,"The Committee on Ways and Means is the oldest committee of the United States Congress, and is the chief tax-writing committee in the House of Representatives. The Committee derives a large share of its jurisdiction from Article I, Section VII of the U.S. Constitution which declares, “All Bills for raising Revenue shall originate in the House of Representatives.”",http://waysandmeans.house.gov/about/history.htm,http://democrats.waysandmeans.house.gov/rss.xml,http://democrats.waysandmeans.house.gov/,House Committee on Ways and Means,(202) 225-3625,,,"1129 LHOB; Washington, DC 20515",Human Resources,(202) 225-1025,03,,HSWM,house,http://waysandmeans.house.gov/,
"1102 LHOB; Washington, DC 20515-6348",WM,"The Committee on Ways and Means is the oldest committee of the United States Congress, and is the chief tax-writing committee in the House of Representatives. The Committee derives a large share of its jurisdiction from Article I, Section VII of the U.S. Constitution which declares, “All Bills for raising Revenue shall originate in the House of Representatives.”",http://waysandmeans.house.gov/about/history.htm,http://democrats.waysandmeans.house.gov/rss.xml,http://democrats.waysandmeans.house.gov/,House Committee on Ways and Means,(202) 225-3625,,,"2018 RHOB; Washington, DC 20515",Oversight,(202) 225-9263,06,,HSWM,house,http://waysandmeans.house.gov/,
"1102 LHOB; Washington, DC 20515-6348",WM,"The Committee on Ways and Means is the oldest committee of the United States Congress, and is the chief tax-writing committee in the House of Representatives. The Committee derives a large share of its jurisdiction from Article I, Section VII of the U.S. Constitution which declares, “All Bills for raising Revenue shall originate in the House of Representatives.”",http://waysandmeans.house.gov/about/history.htm,http://democrats.waysandmeans.house.gov/rss.xml,http://democrats.waysandmeans.house.gov/,House Committee on Ways and Means,(202) 225-3625,,,"1136 LHOB; Washington, DC 20515",Tax Policy,(202) 225-5522,05,,HSWM,house,http://waysandmeans.house.gov/,
"1102 LHOB; Washington, DC 20515-6348",WM,"The Committee on Ways and Means is the oldest committee of the United States Congress, and is the chief tax-writing committee in the House of Representatives. The Committee derives a large share of its jurisdiction from Article I, Section VII of the U.S. Constitution which declares, “All Bills for raising Revenue shall originate in the House of Representatives.”",http://waysandmeans.house.gov/about/history.htm,http://democrats.waysandmeans.house.gov/rss.xml,http://democrats.waysandmeans.house.gov/,House Committee on Ways and Means,(202) 225-3625,,,"2018 RHOB; Washington, DC 20515",Social Security,(202) 225-9263,01,,HSWM,house,http://waysandmeans.house.gov/,
"1102 LHOB; Washington, DC 20515-6348",WM,"The Committee on Ways and Means is the oldest committee of the United States Congress, and is the chief tax-writing committee in the House of Representatives. The Committee derives a large share of its jurisdiction from Article I, Section VII of the U.S. Constitution which declares, “All Bills for raising Revenue shall originate in the House of Representatives.”",http://waysandmeans.house.gov/about/history.htm,http://democrats.waysandmeans.house.gov/rss.xml,http://democrats.waysandmeans.house.gov/,House Committee on Ways and Means,(202) 225-3625,,,"1103 LHOB; Washington, DC 20515",Trade,(202) 225-6649,04,,HSWM,house,http://waysandmeans.house.gov/,
,,,,,,Commission on Security and Cooperation in Europe,,,JCSE,,,,,,JCSE,joint,http://www.csce.gov/,Commission on Security and Cooperation in Europe
,,,,http://www.jec.senate.gov/public/?a=RSS.Feed,,Joint Economic Committee,,http://www.jec.senate.gov/republicans/public/?a=RSS.Feed,JSEC,,,,,,JSEC,joint,http://jec.senate.gov/,Joint Economic Committee
,,,,,,Joint Committee on the Library,,,JSLC,,,,,,JSLC,joint,https://cha.house.gov/jointcommittees/joint-committee-library,Joint Committee on the Library
,,,,,,Joint Committee on Printing,,,JSPR,,,,,,JSPR,joint,https://cha.house.gov/jointcommittees/joint-committee-on-printing,Joint Committee on Printing
,,,,,,Joint Committee on Taxation,,,JSTX,,,,,,JSTX,joint,https://www.jct.gov,United States Congress Joint Committee on Taxation
,,,,,,United States Senate Caucus on International Narcotics Control,,,SCNC,,,,,,SCNC,senate,http://www.drugcaucus.senate.gov/,
,,,,,,Senate Select Committee on Ethics,,http://www.ethics.senate.gov/public/?a=RSS.Feed,SLET,,,,,,SLET,senate,http://ethics.senate.gov/,United States Senate Select Committee on Ethics
,,,,,,Senate Committee on Indian Affairs,,,SLIA,,,,,,SLIA,senate,http://indian.senate.gov/,United States Senate Committee on Indian Affairs
,,,,,,Senate Select Committee on Intelligence,,,SLIN,,,,,,SLIN,senate,http://intelligence.senate.gov/,United States Senate Select Committee on Intelligence
,,,,,,Senate Special Committee on Aging,,,SPAG,,,,,,SPAG,senate,http://www.aging.senate.gov/,United States Senate Special Committee on Aging
,,,,http://www.ag.senate.gov/rss/feeds/?type=press&amp;groups=republican,,"Senate Committee on Agriculture, Nutrition, and Forestry",,http://www.ag.senate.gov/rss/feeds/?type=press&amp;groups=democrat,SSAF,,"Commodities, Risk Management and Trade",,13,"United States Senate Agriculture Subcommittee on Commodities, Markets, Trade and Risk Management",SSAF,senate,http://agriculture.senate.gov/,"United States Senate Committee on Agriculture, Nutrition and Forestry"
,,,,http://www.ag.senate.gov/rss/feeds/?type=press&amp;groups=republican,,"Senate Committee on Agriculture, Nutrition, and Forestry",,http://www.ag.senate.gov/rss/feeds/?type=press&amp;groups=democrat,SSAF,,"Conservation, Forestry and Natural Resources",,14,"United States Senate Agriculture Subcommittee on Conservation, Forestry and Natural Resources",SSAF,senate,http://agriculture.senate.gov/,"United States Senate Committee on Agriculture, Nutrition and Forestry"
,,,,http://www.ag.senate.gov/rss/feeds/?type=press&amp;groups=republican,,"Senate Committee on Agriculture, Nutrition, and Forestry",,http://www.ag.senate.gov/rss/feeds/?type=press&amp;groups=democrat,SSAF,,Rural Development and Energy,,15,"United States Senate Agriculture Subcommittee on Jobs, Rural Economic Growth and Energy Innovation",SSAF,senate,http://agriculture.senate.gov/,"United States Senate Committee on Agriculture, Nutrition and Forestry"
,,,,http://www.ag.senate.gov/rss/feeds/?type=press&amp;groups=republican,,"Senate Committee on Agriculture, Nutrition, and Forestry",,http://www.ag.senate.gov/rss/feeds/?type=press&amp;groups=democrat,SSAF,,"Nutrition, Specialty Crops, and Agricultural Research",,16,"United States Senate Agriculture Subcommittee on Nutrition, Specialty Crops, Food and Agricultural Research",SSAF,senate,http://agriculture.senate.gov/,"United States Senate Committee on Agriculture, Nutrition and Forestry"
,,,,http://www.ag.senate.gov/rss/feeds/?type=press&amp;groups=republican,,"Senate Committee on Agriculture, Nutrition, and Forestry",,http://www.ag.senate.gov/rss/feeds/?type=press&amp;groups=democrat,SSAF,,"Livestock, Marketing and Agriculture Security",,17,"United States Senate Agriculture Subcommittee on Livestock, Dairy, Poultry, Marketing and Agriculture Security",SSAF,senate,http://agriculture.senate.gov/,"United States Senate Committee on Agriculture, Nutrition and Forestry"
,,,,,,Senate Committee on Appropriations,,,SSAP,,"Commerce, Justice, Science, and Related Agencies",,16,"United States Senate Appropriations Subcommittee on Commerce, Justice, Science, and Related Agencies",SSAP,senate,http://appropriations.senate.gov/,United States Senate Committee on Appropriations
,,,,,,Senate Committee on Appropriations,,,SSAP,,Energy and Water Development,,22,United States Senate Appropriations Subcommittee on Financial Services and General Government,SSAP,senate,http://appropriations.senate.gov/,United States Senate Committee on Appropriations
,,,,,,Senate Committee on Appropriations,,,SSAP,,Financial Services and General Government,,23,United States Senate Appropriations Subcommittee on Financial Services and General Government,SSAP,senate,http://appropriations.senate.gov/,United States Senate Committee on Appropriations
,,,,,,Senate Committee on Appropriations,,,SSAP,,Department of Homeland Security,,14,United States Senate Appropriations Subcommittee on Homeland Security,SSAP,senate,http://appropriations.senate.gov/,United States Senate Committee on Appropriations
,,,,,,Senate Committee on Appropriations,,,SSAP,,"Department of the Interior, Environment, and Related Agencies",,17,"United States Senate Appropriations Subcommittee on Interior, Environment, and Related Agencies",SSAP,senate,http://appropriations.senate.gov/,United States Senate Committee on Appropriations
,,,,,,Senate Committee on Appropriations,,,SSAP,,"Departments of Labor, Health and Human Services, and Education, and Related Agencies",,18,"United States Senate Appropriations Subcommittee on Labor, Health and Human Services, Education, and Related Agencies",SSAP,senate,http://appropriations.senate.gov/,United States Senate Committee on Appropriations
,,,,,,Senate Committee on Appropriations,,,SSAP,,"Military Construction and Veterans Affairs, and Related Agencies",,19,"United States Senate Appropriations Subcommittee on Military Construction, Veterans Affairs, and Related Agencies",SSAP,senate,http://appropriations.senate.gov/,United States Senate Committee on Appropriations
,,,,,,Senate Committee on Appropriations,,,SSAP,,"State, Foreign Operations, and Related Programs",,20,"United States Senate Appropriations Subcommittee on the Department of State, Foreign Operations, and Related Programs",SSAP,senate,http://appropriations.senate.gov/,United States Senate Committee on Appropriations
,,,,,,Senate Committee on Appropriations,,,SSAP,,"Transportation, Housing and Urban Development, and Related Agencies",,24,"United States Senate Appropriations Subcommittee on Transportation, Housing and Urban Development, and Related Agencies",SSAP,senate,http://appropriations.senate.gov/,United States Senate Committee on Appropriations
,,,,,,Senate Committee on Appropriations,,,SSAP,,"Agriculture, Rural Development, Food and Drug Administration, and Related Agencies",,01,"United States Senate Appropriations Subcommittee on Agriculture, Rural Development, Food and Drug Administration, and Related Agencies",SSAP,senate,http://appropriations.senate.gov/,United States Senate Committee on Appropriations
,,,,,,Senate Committee on Appropriations,,,SSAP,,Department of Defense,,02,United States Senate Appropriations Subcommittee on Defense,SSAP,senate,http://appropriations.senate.gov/,United States Senate Committee on Appropriations
,,,,,,Senate Committee on Appropriations,,,SSAP,,Legislative Branch,,08,United States Senate Appropriations Subcommittee on Legislative Branch,SSAP,senate,http://appropriations.senate.gov/,United States Senate Committee on Appropriations
,,,,,,Senate Committee on Armed Services,,"http://www.armed-services.senate.gov/press/index.cfm?xml=Press%20Releases,RSS2.0",SSAS,,Airland,,14,United States Senate Armed Services Subcommittee on Airland,SSAS,senate,http://armed-services.senate.gov/,United States Senate Committee on Armed Services
,,,,,,Senate Committee on Armed Services,,"http://www.armed-services.senate.gov/press/index.cfm?xml=Press%20Releases,RSS2.0",SSAS,,Emerging Threats and Capabilities,,20,United States Senate Armed Services Subcommittee on Emerging Threats and Capabilities,SSAS,senate,http://armed-services.senate.gov/,United States Senate Committee on Armed Services
,,,,,,Senate Committee on Armed Services,,"http://www.armed-services.senate.gov/press/index.cfm?xml=Press%20Releases,RSS2.0",SSAS,,Personnel,,17,United States Senate Armed Services Subcommittee on Personnel,SSAS,senate,http://armed-services.senate.gov/,United States Senate Committee on Armed Services
,,,,,,Senate Committee on Armed Services,,"http://www.armed-services.senate.gov/press/index.cfm?xml=Press%20Releases,RSS2.0",SSAS,,Readiness and Management Support,,15,United States Senate Armed Services Subcommittee on Readiness and Management Support,SSAS,senate,http://armed-services.senate.gov/,United States Senate Committee on Armed Services
,,,,,,Senate Committee on Armed Services,,"http://www.armed-services.senate.gov/press/index.cfm?xml=Press%20Releases,RSS2.0",SSAS,,SeaPower,,13,United States Senate Armed Services Subcommittee on Seapower,SSAS,senate,http://armed-services.senate.gov/,United States Senate Committee on Armed Services
,,,,,,Senate Committee on Armed Services,,"http://www.armed-services.senate.gov/press/index.cfm?xml=Press%20Releases,RSS2.0",SSAS,,Strategic Forces,,16,United States Senate Armed Services Subcommittee on Strategic Forces,SSAS,senate,http://armed-services.senate.gov/,United States Senate Committee on Armed Services
,,,,,,"Senate Committee on Banking, Housing, and Urban Affairs",,,SSBK,,Economic Policy,,12,United States Senate Banking Subcommittee on Economic Policy,SSBK,senate,http://banking.senate.gov/,"United States Senate Committee on Banking, Housing, and Urban Affairs"
,,,,,,"Senate Committee on Banking, Housing, and Urban Affairs",,,SSBK,,National Security and International Trade and Finance,,05,United States Senate Banking Subcommittee on Security and International Trade and Finance,SSBK,senate,http://banking.senate.gov/,"United States Senate Committee on Banking, Housing, and Urban Affairs"
,,,,,,"Senate Committee on Banking, Housing, and Urban Affairs",,,SSBK,,"Securities, Insurance, and Investment",,04,"United States Senate Banking Subcommittee on Securities, Insurance, and Investment",SSBK,senate,http://banking.senate.gov/,"United States Senate Committee on Banking, Housing, and Urban Affairs"
,,,,,,"Senate Committee on Banking, Housing, and Urban Affairs",,,SSBK,,"Housing, Transportation, and Community Development",,09,"United States Senate Banking Subcommittee on Housing, Transportation, and Community Development",SSBK,senate,http://banking.senate.gov/,"United States Senate Committee on Banking, Housing, and Urban Affairs"
,,,,,,"Senate Committee on Banking, Housing, and Urban Affairs",,,SSBK,,Financial Institutions and Consumer Protection,,08,United States Senate Banking Subcommittee on Financial Institutions and Consumer Protection,SSBK,senate,http://banking.senate.gov/,"United States Senate Committee on Banking, Housing, and Urban Affairs"
,,,,http://www.budget.senate.gov/republican/public/index.cfm/rss/feed,,Senate Committee on the Budget,,"http://www.budget.senate.gov/democratic/index.cfm?a=RSS.Feed&amp;Type=press-releases,statements",SSBU,,,,,,SSBU,senate,http://budget.senate.gov/,United States Senate Committee on the Budget
,,,,,,"Senate Committee on Commerce, Science, and Transportation",,http://www.commerce.senate.gov/public/?a=RSS.Feed,SSCM,,"Communications, Technology, Innovation, and the Internet",,26,"United States Senate Commerce Subcommittee on Communications, Technology, and the Internet",SSCM,senate,http://commerce.senate.gov/,"United States Senate Committee on Commerce, Science and Transportation"
,,,,,,"Senate Committee on Commerce, Science, and Transportation",,http://www.commerce.senate.gov/public/?a=RSS.Feed,SSCM,,"Tourism, Competitiveness, and Innovation",,27,"United States Senate Commerce Subcommittee on Competitiveness, Innovation, and Export Promotion",SSCM,senate,http://commerce.senate.gov/,"United States Senate Committee on Commerce, Science and Transportation"
,,,,,,"Senate Committee on Commerce, Science, and Transportation",,http://www.commerce.senate.gov/public/?a=RSS.Feed,SSCM,,"Consumer Protection, Product Safety, Insurance, and Data Security",,20,"United States Senate Commerce Subcommittee on Consumer Protection, Product Safety, and Insurance",SSCM,senate,http://commerce.senate.gov/,"United States Senate Committee on Commerce, Science and Transportation"
,,,,,,"Senate Committee on Commerce, Science, and Transportation",,http://www.commerce.senate.gov/public/?a=RSS.Feed,SSCM,,"Oceans, Atmosphere, Fisheries, and Coast Guard",,22,"United States Senate Commerce Subcommittee on Oceans, Atmosphere, Fisheries, and Coast Guard",SSCM,senate,http://commerce.senate.gov/,"United States Senate Committee on Commerce, Science and Transportation"
,,,,,,"Senate Committee on Commerce, Science, and Transportation",,http://www.commerce.senate.gov/public/?a=RSS.Feed,SSCM,,"Space, Science, and Competitiveness",,24,United States Senate Commerce Subcommittee on Science and Space,SSCM,senate,http://commerce.senate.gov/,"United States Senate Committee on Commerce, Science and Transportation"
,,,,,,"Senate Committee on Commerce, Science, and Transportation",,http://www.commerce.senate.gov/public/?a=RSS.Feed,SSCM,,"Surface Transportation and Merchant Marine Infrastructure, Safety and Security",,25,"United States Senate Commerce Subcommittee on Surface Transportation and Merchant Marine Infrastructure, Safety, and Security",SSCM,senate,http://commerce.senate.gov/,"United States Senate Committee on Commerce, Science and Transportation"
,,,,,,"Senate Committee on Commerce, Science, and Transportation",,http://www.commerce.senate.gov/public/?a=RSS.Feed,SSCM,,"Aviation Operations, Safety, and Security",,01,"United States Senate Commerce Subcommittee on Aviation Operations, Safety, and Security",SSCM,senate,http://commerce.senate.gov/,"United States Senate Committee on Commerce, Science and Transportation"
,,,,http://www.energy.senate.gov/public/index.cfm/rss/feed?type=republican-news,,Senate Committee on Energy and Natural Resources,,http://www.energy.senate.gov/public/index.cfm/rss/feed?type=democratic-news,SSEG,,Water and Power,,07,United States Senate Energy Subcommittee on Water and Power,SSEG,senate,http://energy.senate.gov/,United States Senate Committee on Energy and Natural Resources
,,,,http://www.energy.senate.gov/public/index.cfm/rss/feed?type=republican-news,,Senate Committee on Energy and Natural Resources,,http://www.energy.senate.gov/public/index.cfm/rss/feed?type=democratic-news,SSEG,,National Parks,,04,United States Senate Energy Subcommittee on National Parks,SSEG,senate,http://energy.senate.gov/,United States Senate Committee on Energy and Natural Resources
,,,,http://www.energy.senate.gov/public/index.cfm/rss/feed?type=republican-news,,Senate Committee on Energy and Natural Resources,,http://www.energy.senate.gov/public/index.cfm/rss/feed?type=democratic-news,SSEG,,Energy,,01,United States Senate Energy Subcommittee on Energy,SSEG,senate,http://energy.senate.gov/,United States Senate Committee on Energy and Natural Resources
,,,,http://www.energy.senate.gov/public/index.cfm/rss/feed?type=republican-news,,Senate Committee on Energy and Natural Resources,,http://www.energy.senate.gov/public/index.cfm/rss/feed?type=democratic-news,SSEG,,"Public Lands, Forests, and Mining",,03,"United States Senate Energy Subcommittee on Public Lands, Forests and Mining",SSEG,senate,http://energy.senate.gov/,United States Senate Committee on Energy and Natural Resources
,,,,http://www.epw.senate.gov/public/index.cfm?FuseAction=RSS.Minority,,Senate Committee on Environment and Public Works,,http://www.epw.senate.gov/public/index.cfm?FuseAction=RSS.Majority,SSEV,,Clean Air and Nuclear Safety,,10,United States Senate Environment and Public Works Subcommittee on Clean Air and Nuclear Safety,SSEV,senate,http://epw.senate.gov/,United States Senate Committee on Environment and Public Works
,,,,http://www.epw.senate.gov/public/index.cfm?FuseAction=RSS.Minority,,Senate Committee on Environment and Public Works,,http://www.epw.senate.gov/public/index.cfm?FuseAction=RSS.Majority,SSEV,,"Superfund, Waste Management, and Regulatory Oversight",,09,"United States Senate Environment and Public Works Subcommittee on Superfund, Toxics and Environmental Health",SSEV,senate,http://epw.senate.gov/,United States Senate Committee on Environment and Public Works
,,,,http://www.epw.senate.gov/public/index.cfm?FuseAction=RSS.Minority,,Senate Committee on Environment and Public Works,,http://www.epw.senate.gov/public/index.cfm?FuseAction=RSS.Majority,SSEV,,Green Jobs and the New Economy,,16,United States Senate Environment and Public Works Subcommittee on Green Jobs and the New Economy,SSEV,senate,http://epw.senate.gov/,United States Senate Committee on Environment and Public Works
,,,,http://www.epw.senate.gov/public/index.cfm?FuseAction=RSS.Minority,,Senate Committee on Environment and Public Works,,http://www.epw.senate.gov/public/index.cfm?FuseAction=RSS.Majority,SSEV,,Oversight,,18,United States Senate Environment and Public Works Subcommittee on Oversight,SSEV,senate,http://epw.senate.gov/,United States Senate Committee on Environment and Public Works
,,,,http://www.epw.senate.gov/public/index.cfm?FuseAction=RSS.Minority,,Senate Committee on Environment and Public Works,,http://www.epw.senate.gov/public/index.cfm?FuseAction=RSS.Majority,SSEV,,Transportation and Infrastructure,,08,United States Senate Environment and Public Works Subcommittee on Transportation and Infrastructure,SSEV,senate,http://epw.senate.gov/,United States Senate Committee on Environment and Public Works
,,,,http://www.epw.senate.gov/public/index.cfm?FuseAction=RSS.Minority,,Senate Committee on Environment and Public Works,,http://www.epw.senate.gov/public/index.cfm?FuseAction=RSS.Majority,SSEV,,"Fisheries, Water, and Wildlife",,15,United States Senate Environment and Public Works Subcommittee on Water and Wildlife,SSEV,senate,http://epw.senate.gov/,United States Senate Committee on Environment and Public Works
,,,,http://www.finance.senate.gov/rss/feed/ranking/,,Senate Committee on Finance,,http://www.finance.senate.gov/rss/feed/chair/,SSFI,,"Energy, Natural Resources, and Infrastructure",,12,"United States Senate Finance Subcommittee on Energy, Natural Resources, and Infrastructure",SSFI,senate,http://finance.senate.gov/,United States Senate Committee on Finance
,,,,http://www.finance.senate.gov/rss/feed/ranking/,,Senate Committee on Finance,,http://www.finance.senate.gov/rss/feed/chair/,SSFI,,Health Care,,10,United States Senate Finance Subcommittee on Health Care,SSFI,senate,http://finance.senate.gov/,United States Senate Committee on Finance
,,,,http://www.finance.senate.gov/rss/feed/ranking/,,Senate Committee on Finance,,http://www.finance.senate.gov/rss/feed/chair/,SSFI,,"International Trade, Customs, and Global Competitiveness",,13,"United States Senate Finance Subcommittee on International Trade, Customs, and Global Competitiveness",SSFI,senate,http://finance.senate.gov/,United States Senate Committee on Finance
,,,,http://www.finance.senate.gov/rss/feed/ranking/,,Senate Committee on Finance,,http://www.finance.senate.gov/rss/feed/chair/,SSFI,,Fiscal Responsibility and Economic Growth,,14,United States Senate Finance Subcommittee on Fiscal Responsibility and Economic Growth,SSFI,senate,http://finance.senate.gov/,United States Senate Committee on Finance
,,,,http://www.finance.senate.gov/rss/feed/ranking/,,Senate Committee on Finance,,http://www.finance.senate.gov/rss/feed/chair/,SSFI,,Taxation and IRS Oversight,,11,United States Senate Finance Subcommittee on Taxation and IRS Oversight,SSFI,senate,http://finance.senate.gov/,United States Senate Committee on Finance
,,,,http://www.finance.senate.gov/rss/feed/ranking/,,Senate Committee on Finance,,http://www.finance.senate.gov/rss/feed/chair/,SSFI,,"Social Security, Pensions, and Family Policy",,02,"United States Senate Finance Subcommittee on Social Security, Pensions, and Family Policy",SSFI,senate,http://finance.senate.gov/,United States Senate Committee on Finance
,,,,http://www.foreign.senate.gov/rss/feed/ranking/,,Senate Committee on Foreign Relations,,http://www.foreign.senate.gov/rss/feed/chair/,SSFR,,"International Development and Foreign Assistance, Economic Affairs, International Environmental Protection, and Peace Corps",,12,"United States Senate Foreign Relations Subcommittee on International Development and Foreign Assistance, Economic Affairs and International Environmental Protection, and Peace Corps",SSFR,senate,http://foreign.senate.gov/,United States Senate Committee on Foreign Relations
,,,,http://www.foreign.senate.gov/rss/feed/ranking/,,Senate Committee on Foreign Relations,,http://www.foreign.senate.gov/rss/feed/chair/,SSFR,,"International Operations and Organizations, Human Rights, Democracy, and Global Women's Issues",,13,"United States Senate Foreign Relations Subcommittee on International Operations and Organizations, Human Rights, Democracy and Global Women's Issues",SSFR,senate,http://foreign.senate.gov/,United States Senate Committee on Foreign Relations
,,,,http://www.foreign.senate.gov/rss/feed/ranking/,,Senate Committee on Foreign Relations,,http://www.foreign.senate.gov/rss/feed/chair/,SSFR,,Europe and Regional Security Cooperation,,01,United States Senate Foreign Relations Subcommittee on European Affairs,SSFR,senate,http://foreign.senate.gov/,United States Senate Committee on Foreign Relations
,,,,http://www.foreign.senate.gov/rss/feed/ranking/,,Senate Committee on Foreign Relations,,http://www.foreign.senate.gov/rss/feed/chair/,SSFR,,Africa and Global Health Policy,,09,United States Senate Foreign Relations Subcommittee on African Affairs,SSFR,senate,http://foreign.senate.gov/,United States Senate Committee on Foreign Relations
,,,,http://www.foreign.senate.gov/rss/feed/ranking/,,Senate Committee on Foreign Relations,,http://www.foreign.senate.gov/rss/feed/chair/,SSFR,,"East Asia, the Pacific, and International Cybersecurity Policy",,02,United States Senate Foreign Relations Subcommittee on East Asian and Pacific Affairs,SSFR,senate,http://foreign.senate.gov/,United States Senate Committee on Foreign Relations
,,,,http://www.foreign.senate.gov/rss/feed/ranking/,,Senate Committee on Foreign Relations,,http://www.foreign.senate.gov/rss/feed/chair/,SSFR,,"Near East, South Asia, Central Asia, and Counterterrorism",,07,United States Senate Foreign Relations Subcommittee on Near Eastern and South and Central Asian Affairs,SSFR,senate,http://foreign.senate.gov/,United States Senate Committee on Foreign Relations
,,,,http://www.foreign.senate.gov/rss/feed/ranking/,,Senate Committee on Foreign Relations,,http://www.foreign.senate.gov/rss/feed/chair/,SSFR,,"Western Hemisphere, Transnational Crime, Civilian Security, Democracy, Human Rights, and Global Women's Issues",,06,United States Senate Foreign Relations Subcommittee on Western Hemisphere and Global Narcotics Affairs,SSFR,senate,http://foreign.senate.gov/,United States Senate Committee on Foreign Relations
,,,,http://www.foreign.senate.gov/rss/feed/ranking/,,Senate Committee on Foreign Relations,,http://www.foreign.senate.gov/rss/feed/chair/,SSFR,,"Multilateral International Development, Multilateral Institutions, and International Economic, Energy, and Environmental Policy",,15,,SSFR,senate,http://foreign.senate.gov/,United States Senate Committee on Foreign Relations
